date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,goal_diff,result,home_win,average_age,average_caps,fifa_ranking,recent_tournament_score
2004-11-17,Algeria,Senegal,1.0,2.0,Friendly,Toulon,France,True,-1.0,-1,0,28.2,30.0,37,5.0
2004-11-17,Argentina,Venezuela,3.0,2.0,FIFA World Cup qualification,Buenos Aires,Argentina,False,1.0,1,1,28.1,60.0,1,9.9
2004-11-17,Belgium,Serbia,0.0,2.0,FIFA World Cup qualification,Brussels,Belgium,False,-2.0,-1,0,28.5,55.0,8,9.5
2004-11-17,Colombia,Bolivia,1.0,0.0,FIFA World Cup qualification,Barranquilla,Colombia,False,1.0,1,1,28.0,30.0,13,5.0
2004-11-17,Ecuador,Brazil,1.0,0.0,FIFA World Cup qualification,Quito,Ecuador,False,1.0,1,1,25.8,30.0,30,5.0
2004-11-17,France,Poland,0.0,0.0,Friendly,Saint-Denis,France,False,0.0,0,0,26.8,60.0,2,10.0
2004-11-17,Germany,Cameroon,3.0,0.0,Friendly,Leipzig,Germany,False,3.0,1,1,27.5,55.0,9,9.5
2004-11-17,Honduras,Costa Rica,0.0,0.0,FIFA World Cup qualification,San Pedro Sula,Honduras,False,0.0,0,0,27.5,30.0,49,5.0
2004-11-17,Iran,Laos,7.0,0.0,FIFA World Cup qualification,Tehran,Iran,False,7.0,1,1,28.5,30.0,22,5.0
2004-11-17,Italy,Finland,1.0,0.0,Friendly,Messina,Italy,False,1.0,1,1,26.9,30.0,15,5.0
2004-11-17,Japan,Singapore,1.0,0.0,FIFA World Cup qualification,Saitama,Japan,False,1.0,1,1,27.0,30.0,21,5.0
2004-11-17,South Korea,Maldives,2.0,0.0,FIFA World Cup qualification,Seoul,South Korea,False,2.0,1,1,27.5,30.0,24,5.0
2004-11-17,Mexico,Saint Kitts and Nevis,8.0,0.0,FIFA World Cup qualification,Monterrey,Mexico,False,8.0,1,1,27.8,30.0,19,5.0
2004-11-17,Morocco,Burkina Faso,4.0,0.0,Friendly,Rabat,Morocco,False,4.0,1,1,27.1,55.0,6,9.5
2004-11-17,Panama,El Salvador,3.0,0.0,FIFA World Cup qualification,Panama City,Panama,False,3.0,1,1,27.5,30.0,43,5.0
2004-11-17,Peru,Chile,2.0,1.0,FIFA World Cup qualification,Lima,Peru,False,1.0,1,1,28.5,30.0,31,5.0
2004-11-17,Qatar,Jordan,2.0,0.0,FIFA World Cup qualification,Doha,Qatar,False,2.0,1,1,28.0,30.0,41,5.0
2004-11-17,Saudi Arabia,Sri Lanka,3.0,0.0,FIFA World Cup qualification,Dammam,Saudi Arabia,False,3.0,1,1,27.8,30.0,39,5.0
2004-11-17,Spain,England,1.0,0.0,Friendly,Madrid,Spain,False,1.0,1,1,26.5,60.0,3,9.8
2004-11-17,United Arab Emirates,North Korea,1.0,0.0,FIFA World Cup qualification,Dubai,United Arab Emirates,False,1.0,1,1,27.2,30.0,47,5.0
2004-11-17,Uruguay,Paraguay,1.0,0.0,FIFA World Cup qualification,Montevideo,Uruguay,False,1.0,1,1,27.2,30.0,16,5.0
2004-11-17,United States,Jamaica,1.0,1.0,FIFA World Cup qualification,Columbus,United States,False,0.0,0,0,25.5,30.0,18,5.0
2004-11-17,Uzbekistan,Taiwan,6.0,1.0,FIFA World Cup qualification,Tashkent,Uzbekistan,False,5.0,1,1,26.8,30.0,46,5.0
2004-11-22,United Arab Emirates,Belarus,2.0,3.0,Friendly,Dubai,United Arab Emirates,False,-1.0,-1,0,27.2,30.0,47,5.0
2004-11-24,Jamaica,Saint Martin,12.0,0.0,CFU Caribbean Cup qualification,Kingston,Jamaica,False,12.0,1,1,27.0,30.0,44,5.0
2004-11-26,Jamaica,United States Virgin Islands,11.0,1.0,CFU Caribbean Cup qualification,Montego Bay,Jamaica,False,10.0,1,1,27.0,30.0,44,5.0
2004-11-27,United Arab Emirates,Kuwait,0.0,1.0,Friendly,Abu Dhabi,United Arab Emirates,False,-1.0,-1,0,27.2,30.0,47,5.0
2004-11-28,Jamaica,Haiti,3.0,1.0,CFU Caribbean Cup qualification,Kingston,Jamaica,False,2.0,1,1,27.0,30.0,44,5.0
2004-11-29,Egypt,Bulgaria,1.0,1.0,Friendly,Cairo,Egypt,False,0.0,0,0,27.5,30.0,32,5.0
2004-12-01,Qatar,Lebanon,4.0,1.0,Friendly,Doha,Qatar,False,3.0,1,1,28.0,30.0,41,5.0
2004-12-03,United Arab Emirates,Kuwait,1.0,1.0,Friendly,Dubai,United Arab Emirates,False,0.0,0,0,27.2,30.0,47,5.0
2004-12-05,Qatar,Yemen,3.0,0.0,Friendly,Doha,Qatar,False,3.0,1,1,28.0,30.0,41,5.0
2004-12-10,Qatar,United Arab Emirates,2.0,2.0,Gulf Cup,Doha,Qatar,False,0.0,0,0,28.0,30.0,41,5.0
2004-12-11,Saudi Arabia,Kuwait,1.0,2.0,Gulf Cup,Al Rayyan,Qatar,True,-1.0,-1,0,27.8,30.0,39,5.0
2004-12-13,Qatar,Iraq,3.0,3.0,Gulf Cup,Doha,Qatar,False,0.0,0,0,28.0,30.0,41,5.0
2004-12-14,Saudi Arabia,Yemen,2.0,0.0,Gulf Cup,Al Rayyan,Qatar,True,2.0,1,1,27.8,30.0,39,5.0
2004-12-16,Japan,Germany,0.0,3.0,Friendly,Yokohama,Japan,False,-3.0,-1,0,27.0,30.0,21,5.0
2004-12-16,Qatar,Oman,2.0,1.0,Gulf Cup,Doha,Qatar,False,1.0,1,1,28.0,30.0,41,5.0
2004-12-18,Iran,Panama,1.0,0.0,Friendly,Tehran,Iran,False,1.0,1,1,28.5,30.0,22,5.0
2004-12-19,Jamaica,Saint Lucia,2.0,1.0,CFU Caribbean Cup qualification,Kingston,Jamaica,False,1.0,1,1,27.0,30.0,44,5.0
2004-12-19,South Korea,Germany,3.0,1.0,Friendly,Busan,South Korea,False,2.0,1,1,27.5,30.0,24,5.0
2004-12-20,Qatar,Kuwait,2.0,0.0,Gulf Cup,Doha,Qatar,False,2.0,1,1,28.0,30.0,41,5.0
2004-12-21,Venezuela,Guatemala,0.0,1.0,Friendly,Caracas,Venezuela,False,-1.0,-1,0,27.5,30.0,40,5.0
2004-12-24,Qatar,Oman,1.0,1.0,Gulf Cup,Doha,Qatar,False,0.0,0,0,28.0,30.0,41,5.0
2005-01-08,Egypt,Uganda,3.0,0.0,Friendly,Cairo,Egypt,False,3.0,1,1,27.5,30.0,32,5.0
2005-01-08,Jamaica,French Guiana,5.0,0.0,CFU Caribbean Cup qualification,Kingston,Jamaica,False,5.0,1,1,27.0,30.0,44,5.0
2005-01-12,Costa Rica,Haiti,3.0,3.0,Friendly,San José,Costa Rica,False,0.0,0,0,28.5,30.0,42,5.0
2005-01-15,Colombia,South Korea,2.0,1.0,Friendly,Los Angeles,United States,True,1.0,1,1,28.0,30.0,13,5.0
2005-01-22,Sweden,South Korea,1.0,1.0,Friendly,Carson,United States,True,0.0,0,0,27.4,55.0,10,9.5
2005-01-25,Saudi Arabia,Tajikistan,3.0,0.0,Friendly,Riyadh,Saudi Arabia,False,3.0,1,1,27.8,30.0,39,5.0
2005-01-26,Ecuador,Panama,2.0,0.0,Friendly,Ambato,Ecuador,False,2.0,1,1,25.8,30.0,30,5.0
2005-01-26,Mexico,Sweden,0.0,0.0,Friendly,San Diego,United States,True,0.0,0,0,27.8,30.0,19,5.0
2005-01-29,Ecuador,Panama,2.0,0.0,Friendly,Babahoyo,Ecuador,False,2.0,1,1,25.8,30.0,30,5.0
2005-01-29,Japan,Kazakhstan,4.0,0.0,Friendly,Yokohama,Japan,False,4.0,1,1,27.0,30.0,21,5.0
2005-01-29,Saudi Arabia,Turkmenistan,1.0,0.0,Friendly,Riyadh,Saudi Arabia,False,1.0,1,1,27.8,30.0,39,5.0
2005-02-02,Iran,Bosnia and Herzegovina,2.0,1.0,Friendly,Tehran,Iran,False,1.0,1,1,28.5,30.0,22,5.0
2005-02-02,Japan,Syria,3.0,0.0,Friendly,Saitama,Japan,False,3.0,1,1,27.0,30.0,21,5.0
2005-02-04,South Korea,Egypt,0.0,1.0,Friendly,Seoul,South Korea,False,-1.0,-1,0,27.5,30.0,24,5.0
2005-02-08,Ivory Coast,DR Congo,2.0,2.0,Friendly,Rouen,France,True,0.0,0,0,27.0,30.0,34,5.0
2005-02-09,Algeria,Burkina Faso,3.0,0.0,Friendly,Algiers,Algeria,False,3.0,1,1,28.2,30.0,37,5.0
2005-02-09,Austria,Latvia,1.0,1.0,Cyprus International Tournament,Limassol,Cyprus,True,0.0,0,0,27.2,30.0,27,5.0
2005-02-09,Cameroon,Senegal,1.0,0.0,Friendly,Créteil,France,True,1.0,1,1,26.8,30.0,35,5.0
2005-02-09,Costa Rica,Mexico,1.0,2.0,FIFA World Cup qualification,San José,Costa Rica,False,-1.0,-1,0,28.5,30.0,42,5.0
2005-02-09,Egypt,Belgium,4.0,0.0,Friendly,Cairo,Egypt,False,4.0,1,1,27.5,30.0,32,5.0
2005-02-09,England,Netherlands,0.0,0.0,Friendly,Birmingham,England,False,0.0,0,0,26.2,55.0,5,9.5
2005-02-09,France,Sweden,1.0,1.0,Friendly,Saint-Denis,France,False,0.0,0,0,26.8,60.0,2,10.0
2005-02-09,Germany,Argentina,2.0,2.0,Friendly,Düsseldorf,Germany,False,0.0,0,0,27.5,55.0,9,9.5
2005-02-09,Italy,Russia,2.0,0.0,Friendly,Cagliari,Italy,False,2.0,1,1,26.9,30.0,15,5.0
2005-02-09,Japan,North Korea,2.0,1.0,FIFA World Cup qualification,Saitama,Japan,False,1.0,1,1,27.0,30.0,21,5.0
2005-02-09,South Korea,Kuwait,2.0,0.0,FIFA World Cup qualification,Seoul,South Korea,False,2.0,1,1,27.5,30.0,24,5.0
2005-02-09,Morocco,Kenya,5.0,1.0,FIFA World Cup qualification,Rabat,Morocco,False,4.0,1,1,27.1,55.0,6,9.5
2005-02-09,Panama,Guatemala,0.0,0.0,FIFA World Cup qualification,Panama City,Panama,False,0.0,0,0,27.5,30.0,43,5.0
2005-02-09,Poland,Belarus,1.0,3.0,Friendly,Grodzisk Wielkopolski,Poland,False,-2.0,-1,0,28.0,30.0,28,5.0
2005-02-09,Spain,San Marino,5.0,0.0,FIFA World Cup qualification,Almería,Spain,False,5.0,1,1,26.5,60.0,3,9.8
2005-02-09,United Arab Emirates,Switzerland,1.0,2.0,Friendly,Dubai,United Arab Emirates,False,-1.0,-1,0,27.2,30.0,47,5.0
2005-02-09,Uzbekistan,Saudi Arabia,1.0,1.0,FIFA World Cup qualification,Tashkent,Uzbekistan,False,0.0,0,0,26.8,30.0,46,5.0
2005-02-09,Venezuela,Estonia,3.0,0.0,Friendly,Maracaibo,Venezuela,False,3.0,1,1,27.5,30.0,40,5.0
2005-02-16,Costa Rica,Ecuador,1.0,2.0,Friendly,Heredia,Costa Rica,False,-1.0,-1,0,28.5,30.0,42,5.0
2005-02-19,Honduras,Nicaragua,5.0,1.0,UNCAF Cup,Guatemala City,Guatemala,True,4.0,1,1,27.5,30.0,49,5.0
2005-02-20,Jamaica,Trinidad and Tobago,2.0,1.0,CFU Caribbean Cup,Bridgetown,Barbados,True,1.0,1,1,27.0,30.0,44,5.0
2005-02-21,Costa Rica,El Salvador,2.0,1.0,UNCAF Cup,Guatemala City,Guatemala,True,1.0,1,1,28.5,30.0,42,5.0
2005-02-23,Mexico,Colombia,1.0,1.0,Friendly,Culiacán,Mexico,False,0.0,0,0,27.8,30.0,19,5.0
2005-02-23,Panama,Costa Rica,0.0,1.0,UNCAF Cup,Guatemala City,Guatemala,True,-1.0,-1,0,27.5,30.0,43,5.0
2005-02-25,Honduras,Panama,1.0,0.0,UNCAF Cup,Guatemala City,Guatemala,True,1.0,1,1,27.5,30.0,49,5.0
2005-02-27,Costa Rica,Honduras,1.0,1.0,UNCAF Cup,Guatemala City,Guatemala,True,0.0,0,0,28.5,30.0,42,5.0
2005-03-09,Mexico,Argentina,1.0,1.0,Friendly,Los Angeles,United States,True,0.0,0,0,27.8,30.0,19,5.0
2005-03-09,United States,Colombia,3.0,0.0,Friendly,Fullerton,United States,False,3.0,1,1,25.5,30.0,18,5.0
2005-03-14,Saudi Arabia,Egypt,0.0,1.0,Friendly,Dammam,Saudi Arabia,False,-1.0,-1,0,27.8,30.0,39,5.0
2005-03-18,Saudi Arabia,Finland,1.0,4.0,Friendly,Dammam,Saudi Arabia,False,-3.0,-1,0,27.8,30.0,39,5.0
2005-03-19,United States,Honduras,1.0,0.0,Friendly,Albuquerque,United States,False,1.0,1,1,25.5,30.0,18,5.0
2005-03-20,South Korea,Burkina Faso,1.0,0.0,Friendly,Dubai,United Arab Emirates,True,1.0,1,1,27.5,30.0,24,5.0
2005-03-25,Iran,Japan,2.0,1.0,FIFA World Cup qualification,Tehran,Iran,False,1.0,1,1,28.5,30.0,22,5.0
2005-03-25,Saudi Arabia,South Korea,2.0,0.0,FIFA World Cup qualification,Dammam,Saudi Arabia,False,2.0,1,1,27.8,30.0,39,5.0
2005-03-26,Australia,Iraq,2.0,1.0,Friendly,Sydney,Australia,False,1.0,1,1,27.8,30.0,25,5.0
2005-03-26,Belgium,Bosnia and Herzegovina,4.0,1.0,FIFA World Cup qualification,Brussels,Belgium,False,3.0,1,1,28.5,55.0,8,9.5
2005-03-26,Costa Rica,Panama,2.0,1.0,FIFA World Cup qualification,San José,Costa Rica,False,1.0,1,1,28.5,30.0,42,5.0
2005-03-26,Croatia,Iceland,4.0,0.0,FIFA World Cup qualification,Zagreb,Croatia,False,4.0,1,1,28.9,55.0,7,9.5
2005-03-26,Denmark,Kazakhstan,3.0,0.0,FIFA World Cup qualification,Copenhagen,Denmark,False,3.0,1,1,27.9,30.0,23,5.0
2005-03-26,England,Northern Ireland,4.0,0.0,FIFA World Cup qualification,Manchester,England,False,4.0,1,1,26.2,55.0,5,9.5
2005-03-26,France,Switzerland,0.0,0.0,FIFA World Cup qualification,Saint-Denis,France,False,0.0,0,0,26.8,60.0,2,10.0
2005-03-26,Italy,Scotland,2.0,0.0,FIFA World Cup qualification,Milan,Italy,False,2.0,1,1,26.9,30.0,15,5.0
2005-03-26,Morocco,Guinea,1.0,0.0,FIFA World Cup qualification,Rabat,Morocco,False,1.0,1,1,27.1,55.0,6,9.5
2005-03-26,Nigeria,Gabon,2.0,0.0,FIFA World Cup qualification,Port Harcourt,Nigeria,False,2.0,1,1,26.2,30.0,33,5.0
2005-03-26,Poland,Azerbaijan,8.0,0.0,FIFA World Cup qualification,Warsaw,Poland,False,8.0,1,1,28.0,30.0,28,5.0
2005-03-26,Portugal,Canada,4.0,1.0,Friendly,Barcelos,Portugal,False,3.0,1,1,27.8,30.0,12,5.0
2005-03-26,Senegal,Liberia,6.0,1.0,FIFA World Cup qualification,Dakar,Senegal,False,5.0,1,1,27.6,30.0,20,5.0
2005-03-26,Spain,China,3.0,0.0,Friendly,Salamanca,Spain,False,3.0,1,1,26.5,60.0,3,9.8
2005-03-26,Venezuela,Colombia,0.0,0.0,FIFA World Cup qualification,Maracaibo,Venezuela,False,0.0,0,0,27.5,30.0,40,5.0
2005-03-27,Algeria,Rwanda,1.0,0.0,FIFA World Cup qualification,Oran,Algeria,False,1.0,1,1,28.2,30.0,37,5.0
2005-03-27,Brazil,Peru,1.0,0.0,FIFA World Cup qualification,Goiânia,Brazil,False,1.0,1,1,27.5,55.0,4,9.5
2005-03-27,Cameroon,Sudan,2.0,1.0,FIFA World Cup qualification,Yaoundé,Cameroon,False,1.0,1,1,26.8,30.0,35,5.0
2005-03-27,Ecuador,Paraguay,5.0,2.0,FIFA World Cup qualification,Quito,Ecuador,False,3.0,1,1,25.8,30.0,30,5.0
2005-03-27,Egypt,Libya,4.0,1.0,FIFA World Cup qualification,Cairo,Egypt,False,3.0,1,1,27.5,30.0,32,5.0
2005-03-27,Ivory Coast,Benin,3.0,0.0,FIFA World Cup qualification,Abidjan,Ivory Coast,False,3.0,1,1,27.0,30.0,34,5.0
2005-03-27,Mali,Togo,1.0,2.0,FIFA World Cup qualification,Bamako,Mali,False,-1.0,-1,0,26.0,30.0,36,5.0
2005-03-27,Mexico,United States,2.0,1.0,FIFA World Cup qualification,Mexico City,Mexico,False,1.0,1,1,27.8,30.0,19,5.0
2005-03-29,Australia,Indonesia,3.0,0.0,Friendly,Perth,Australia,False,3.0,1,1,27.8,30.0,25,5.0
2005-03-30,Argentina,Colombia,1.0,0.0,FIFA World Cup qualification,Buenos Aires,Argentina,False,1.0,1,1,28.1,60.0,1,9.9
2005-03-30,Austria,Wales,1.0,0.0,FIFA World Cup qualification,Vienna,Austria,False,1.0,1,1,27.2,30.0,27,5.0
2005-03-30,Croatia,Malta,3.0,0.0,FIFA World Cup qualification,Zagreb,Croatia,False,3.0,1,1,28.9,55.0,7,9.5
2005-03-30,England,Azerbaijan,2.0,0.0,FIFA World Cup qualification,Newcastle,England,False,2.0,1,1,26.2,55.0,5,9.5
2005-03-30,Italy,Iceland,0.0,0.0,Friendly,Padua,Italy,False,0.0,0,0,26.9,30.0,15,5.0
2005-03-30,Japan,Bahrain,1.0,0.0,FIFA World Cup qualification,Saitama,Japan,False,1.0,1,1,27.0,30.0,21,5.0
2005-03-30,South Korea,Uzbekistan,2.0,1.0,FIFA World Cup qualification,Seoul,South Korea,False,1.0,1,1,27.5,30.0,24,5.0
2005-03-30,Netherlands,Armenia,2.0,0.0,FIFA World Cup qualification,Eindhoven,Netherlands,False,2.0,1,1,27.0,30.0,14,5.0
2005-03-30,Panama,Mexico,1.0,1.0,FIFA World Cup qualification,Panama City,Panama,False,0.0,0,0,27.5,30.0,43,5.0
2005-03-30,Peru,Ecuador,2.0,2.0,FIFA World Cup qualification,Lima,Peru,False,0.0,0,0,28.5,30.0,31,5.0
2005-03-30,Poland,Northern Ireland,1.0,0.0,FIFA World Cup qualification,Warsaw,Poland,False,1.0,1,1,28.0,30.0,28,5.0
2005-03-30,Serbia,Spain,0.0,0.0,FIFA World Cup qualification,Belgrade,Serbia and Montenegro,False,0.0,0,0,27.7,30.0,29,5.0
2005-03-30,Switzerland,Cyprus,1.0,0.0,FIFA World Cup qualification,Zürich,Switzerland,False,1.0,1,1,28.2,30.0,17,5.0
2005-03-30,Ukraine,Denmark,1.0,0.0,FIFA World Cup qualification,Kyiv,Ukraine,False,1.0,1,1,26.5,30.0,26,5.0
2005-03-30,Uruguay,Brazil,1.0,1.0,FIFA World Cup qualification,Montevideo,Uruguay,False,0.0,0,0,27.2,30.0,16,5.0
2005-03-30,United States,Guatemala,2.0,0.0,FIFA World Cup qualification,Birmingham,United States,False,2.0,1,1,25.5,30.0,18,5.0
2005-04-27,Brazil,Guatemala,3.0,0.0,Friendly,São Paulo,Brazil,False,3.0,1,1,27.5,55.0,4,9.5
2005-04-27,Mexico,Poland,1.0,1.0,Friendly,Chicago,United States,True,0.0,0,0,27.8,30.0,19,5.0
2005-05-04,Ecuador,Paraguay,1.0,0.0,Friendly,East Rutherford,United States,True,1.0,1,1,25.8,30.0,30,5.0
2005-05-22,Japan,Peru,0.0,1.0,Kirin Cup,Niigata,Japan,False,-1.0,-1,0,27.0,30.0,21,5.0
2005-05-24,Norway,Costa Rica,1.0,0.0,Friendly,Oslo,Norway,False,1.0,1,1,26.5,55.0,11,9.5
2005-05-24,Peru,United Arab Emirates,0.0,0.0,Kirin Cup,Toyota,Japan,True,0.0,0,0,28.5,30.0,31,5.0
2005-05-25,Venezuela,Panama,1.0,1.0,Friendly,Caracas,Venezuela,False,0.0,0,0,27.5,30.0,40,5.0
2005-05-27,Japan,United Arab Emirates,0.0,1.0,Kirin Cup,Tokyo,Japan,False,-1.0,-1,0,27.0,30.0,21,5.0
2005-05-27,Saudi Arabia,Bahrain,1.0,1.0,Friendly,Riyadh,Saudi Arabia,False,0.0,0,0,27.8,30.0,39,5.0
2005-05-28,United States,England,1.0,2.0,Friendly,Chicago,United States,False,-1.0,-1,0,25.5,30.0,18,5.0
2005-05-29,Iran,Azerbaijan,2.0,1.0,Friendly,Tehran,Iran,False,1.0,1,1,28.5,30.0,22,5.0
2005-05-29,Poland,Albania,1.0,0.0,Friendly,Szczecin,Poland,False,1.0,1,1,28.0,30.0,28,5.0
2005-05-31,Colombia,England,2.0,3.0,Friendly,East Rutherford,United States,True,-1.0,-1,0,28.0,30.0,13,5.0
2005-05-31,France,Hungary,2.0,1.0,Friendly,Metz,France,False,1.0,1,1,26.8,60.0,2,10.0
2005-06-03,Iran,North Korea,1.0,0.0,FIFA World Cup qualification,Tehran,Iran,False,1.0,1,1,28.5,30.0,22,5.0
2005-06-03,Saudi Arabia,Kuwait,3.0,0.0,FIFA World Cup qualification,Riyadh,Saudi Arabia,False,3.0,1,1,27.8,30.0,39,5.0
2005-06-03,Uzbekistan,South Korea,1.0,1.0,FIFA World Cup qualification,Tashkent,Uzbekistan,False,0.0,0,0,26.8,30.0,46,5.0
2005-06-04,Colombia,Peru,5.0,0.0,FIFA World Cup qualification,Barranquilla,Colombia,False,5.0,1,1,28.0,30.0,13,5.0
2005-06-04,Ecuador,Argentina,2.0,0.0,FIFA World Cup qualification,Quito,Ecuador,False,2.0,1,1,25.8,30.0,30,5.0
2005-06-04,Jamaica,Honduras,0.0,0.0,Friendly,Atlanta,United States,True,0.0,0,0,27.0,30.0,44,5.0
2005-06-04,Morocco,Malawi,4.0,1.0,FIFA World Cup qualification,Rabat,Morocco,False,3.0,1,1,27.1,55.0,6,9.5
2005-06-04,Netherlands,Romania,2.0,0.0,FIFA World Cup qualification,Rotterdam,Netherlands,False,2.0,1,1,27.0,30.0,14,5.0
2005-06-04,Norway,Italy,0.0,0.0,FIFA World Cup qualification,Oslo,Norway,False,0.0,0,0,26.5,55.0,11,9.5
2005-06-04,Portugal,Slovakia,2.0,0.0,FIFA World Cup qualification,Lisbon,Portugal,False,2.0,1,1,27.8,30.0,12,5.0
2005-06-04,Serbia,Belgium,0.0,0.0,FIFA World Cup qualification,Belgrade,Serbia and Montenegro,False,0.0,0,0,27.7,30.0,29,5.0
2005-06-04,Spain,Lithuania,1.0,0.0,FIFA World Cup qualification,Valencia,Spain,False,1.0,1,1,26.5,60.0,3,9.8
2005-06-04,Sweden,Malta,6.0,0.0,FIFA World Cup qualification,Gothenburg,Sweden,False,6.0,1,1,27.4,55.0,10,9.5
2005-06-04,Ukraine,Kazakhstan,2.0,0.0,FIFA World Cup qualification,Kyiv,Ukraine,False,2.0,1,1,26.5,30.0,26,5.0
2005-06-04,United States,Costa Rica,3.0,0.0,FIFA World Cup qualification,Salt Lake City,United States,False,3.0,1,1,25.5,30.0,18,5.0
2005-06-04,Venezuela,Uruguay,1.0,1.0,FIFA World Cup qualification,Maracaibo,Venezuela,False,0.0,0,0,27.5,30.0,40,5.0
2005-06-05,Brazil,Paraguay,4.0,1.0,FIFA World Cup qualification,Porto Alegre,Brazil,False,3.0,1,1,27.5,55.0,4,9.5
2005-06-05,Egypt,Sudan,6.0,1.0,FIFA World Cup qualification,Cairo,Egypt,False,5.0,1,1,27.5,30.0,32,5.0
2005-06-05,Ghana,Burkina Faso,2.0,1.0,FIFA World Cup qualification,Kumasi,Ghana,False,1.0,1,1,26.5,30.0,45,5.0
2005-06-05,Mali,Liberia,4.0,1.0,FIFA World Cup qualification,Ségou,Mali,False,3.0,1,1,26.0,30.0,36,5.0
2005-06-07,Peru,Uruguay,0.0,0.0,FIFA World Cup qualification,Lima,Peru,False,0.0,0,0,28.5,30.0,31,5.0
2005-06-08,Argentina,Brazil,3.0,1.0,FIFA World Cup qualification,Buenos Aires,Argentina,False,2.0,1,1,28.1,60.0,1,9.9
2005-06-08,Colombia,Ecuador,3.0,0.0,FIFA World Cup qualification,Barranquilla,Colombia,False,3.0,1,1,28.0,30.0,13,5.0
2005-06-08,Costa Rica,Guatemala,3.0,2.0,FIFA World Cup qualification,San José,Costa Rica,False,1.0,1,1,28.5,30.0,42,5.0
2005-06-08,Denmark,Albania,3.0,1.0,FIFA World Cup qualification,Copenhagen,Denmark,False,2.0,1,1,27.9,30.0,23,5.0
2005-06-08,Germany,Russia,2.0,2.0,Friendly,Mönchengladbach,Germany,False,0.0,0,0,27.5,55.0,9,9.5
2005-06-08,Iran,Bahrain,1.0,0.0,FIFA World Cup qualification,Tehran,Iran,False,1.0,1,1,28.5,30.0,22,5.0
2005-06-08,Italy,Serbia,1.0,1.0,Friendly,Toronto,Canada,True,0.0,0,0,26.9,30.0,15,5.0
2005-06-08,Mexico,Trinidad and Tobago,2.0,0.0,FIFA World Cup qualification,Monterrey,Mexico,False,2.0,1,1,27.8,30.0,19,5.0
2005-06-08,Panama,United States,0.0,3.0,FIFA World Cup qualification,Panama City,Panama,False,-3.0,-1,0,27.5,30.0,43,5.0
2005-06-08,Saudi Arabia,Uzbekistan,3.0,0.0,FIFA World Cup qualification,Riyadh,Saudi Arabia,False,3.0,1,1,27.8,30.0,39,5.0
2005-06-08,Spain,Bosnia and Herzegovina,1.0,1.0,FIFA World Cup qualification,Valencia,Spain,False,0.0,0,0,26.5,60.0,3,9.8
2005-06-08,Sweden,Norway,2.0,3.0,Friendly,Solna,Sweden,False,-1.0,-1,0,27.4,55.0,10,9.5
2005-06-09,Australia,New Zealand,1.0,0.0,Friendly,London,England,True,1.0,1,1,27.8,30.0,25,5.0
2005-06-11,Ecuador,Italy,1.0,1.0,Friendly,East Rutherford,United States,True,0.0,0,0,25.8,30.0,30,5.0
2005-06-12,Algeria,Mali,0.0,3.0,Friendly,Arles,France,True,-3.0,-1,0,28.2,30.0,37,5.0
2005-06-15,Argentina,Tunisia,2.0,1.0,Confederations Cup,Cologne,Germany,True,1.0,1,1,28.1,60.0,1,9.9
2005-06-15,Germany,Australia,4.0,3.0,Confederations Cup,Frankfurt,Germany,False,1.0,1,1,27.5,55.0,9,9.5
2005-06-16,Brazil,Greece,3.0,0.0,Confederations Cup,Leipzig,Germany,True,3.0,1,1,27.5,55.0,4,9.5
2005-06-16,Japan,Mexico,1.0,2.0,Confederations Cup,Hanover,Germany,True,-1.0,-1,0,27.0,30.0,21,5.0
2005-06-18,Australia,Argentina,2.0,4.0,Confederations Cup,Nuremberg,Germany,True,-2.0,-1,0,27.8,30.0,25,5.0
2005-06-18,Germany,Tunisia,3.0,0.0,Confederations Cup,Cologne,Germany,False,3.0,1,1,27.5,55.0,9,9.5
2005-06-18,Nigeria,Angola,1.0,1.0,FIFA World Cup qualification,Kano,Nigeria,False,0.0,0,0,26.2,30.0,33,5.0
2005-06-18,Senegal,Togo,2.0,2.0,FIFA World Cup qualification,Dakar,Senegal,False,0.0,0,0,27.6,30.0,20,5.0
2005-06-19,Algeria,Zimbabwe,2.0,2.0,FIFA World Cup qualification,Oran,Algeria,False,0.0,0,0,28.2,30.0,37,5.0
2005-06-19,Cameroon,Libya,1.0,0.0,FIFA World Cup qualification,Yaoundé,Cameroon,False,1.0,1,1,26.8,30.0,35,5.0
2005-06-19,Ivory Coast,Egypt,2.0,0.0,FIFA World Cup qualification,Abidjan,Ivory Coast,False,2.0,1,1,27.0,30.0,34,5.0
2005-06-19,Mexico,Brazil,1.0,0.0,Confederations Cup,Hanover,Germany,True,1.0,1,1,27.8,30.0,19,5.0
2005-06-21,Australia,Tunisia,0.0,2.0,Confederations Cup,Leipzig,Germany,True,-2.0,-1,0,27.8,30.0,25,5.0
2005-06-21,Germany,Argentina,2.0,2.0,Confederations Cup,Nuremberg,Germany,False,0.0,0,0,27.5,55.0,9,9.5
2005-06-22,Japan,Brazil,2.0,2.0,Confederations Cup,Cologne,Germany,True,0.0,0,0,27.0,30.0,21,5.0
2005-06-25,Germany,Brazil,2.0,3.0,Confederations Cup,Nuremberg,Germany,False,-1.0,-1,0,27.5,55.0,9,9.5
